"","4","12","0.0017","HIGH","Sample","F","DJHR","1.516","43","NA","Sample.Key","Type","Site","Analyst","Mass.of.Soil","Total.Volume","Concentration"
"2097",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",39,"Sample","QC","GB",1.5554,45,NA
"2098",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",39,"Sample","QC","GB",1.5554,45,NA
"2099",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",39,"Sample","QC","GB",1.5554,45,NA
"2100",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",39,"Sample","QC","GB",1.5554,45,NA
"2101",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",39,"Sample","QC","GB",1.5554,45,NA
"2102",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",39,"Sample","QC","GB",1.5554,45,NA
"2103",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",39,"Sample","QC","GB",1.5554,45,NA
"2104",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",39,"Sample","QC","GB",1.5554,45,NA
"2105",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",39,"Sample","QC","GB",1.5554,45,NA
"2106",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",39,"Sample","QC","GB",1.5554,45,NA
"2107",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",39,"Sample","QC","GB",1.5554,45,NA
"2108",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",39,"Sample","QC","GB",1.5554,45,NA
"2109",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",39,"Sample","QC","GB",1.5554,45,NA
"2110",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",39,"Sample","QC","GB",1.5554,45,NA
"2111",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",39,"Sample","QC","GB",1.5554,45,NA
"2112",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",39,"Sample","QC","GB",1.5554,45,NA
"2113",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",39,"Sample","QC","GB",1.5554,45,NA
"2114",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",39,"Sample","QC","GB",1.5554,45,NA
"2115",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",39,"Sample","QC","GB",1.5554,45,NA
"2116",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",39,"Sample","QC","GB",1.5554,45,NA
"2117",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",39,"Sample","QC","GB",1.5554,45,NA
"2118",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",39,"Sample","QC","GB",1.5554,45,NA
"2119",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",39,"Sample","QC","GB",1.5554,45,NA
"2120",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",39,"Sample","QC","GB",1.5554,45,NA
"2121",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",39,"Sample","QC","GB",1.5554,45,NA
"2122",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",39,"Sample","QC","GB",1.5554,45,NA
"2123",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",39,"Sample","QC","GB",1.5554,45,NA
"2124",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",39,"Sample","QC","GB",1.5554,45,NA
"2125",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",39,"Sample","QC","GB",1.5554,45,NA
"2126",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",39,"Sample","QC","GB",1.5554,45,NA
"2127",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",39,"Sample","QC","GB",1.5554,45,NA
"2128",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",39,"Sample","QC","GB",1.5554,45,NA
"2129",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",39,"Sample","QC","GB",1.5554,45,NA
"2130",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",39,"Sample","QC","GB",1.5554,45,NA
"2131",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",39,"Sample","QC","GB",1.5554,45,NA
"2132",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",39,"Sample","QC","GB",1.5554,45,NA
"2133",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",39,"Sample","QC","GB",1.5554,45,NA
"2134",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",39,"Sample","QC","GB",1.5554,45,NA
"2135",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",39,"Sample","QC","GB",1.5554,45,NA
"2136",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",39,"Sample","QC","GB",1.5554,45,NA
"2137",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",39,"Sample","QC","GB",1.5554,45,NA
"2138",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",39,"Sample","QC","GB",1.5554,45,NA
"2139",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",39,"Sample","QC","GB",1.5554,45,NA
"2140",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",39,"Sample","QC","GB",1.5554,45,NA
"2141",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",39,"Sample","QC","GB",1.5554,45,NA
"2142",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",39,"Sample","QC","GB",1.5554,45,NA
"2143",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",39,"Sample","QC","GB",1.5554,45,NA
"2144",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",39,"Sample","QC","GB",1.5554,45,NA
"2145",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",39,"Sample","QC","GB",1.5554,45,NA
"2146",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",40,"Sample","B","AB",1.5378,50,NA
"2147",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",40,"Sample","B","AB",1.5378,50,NA
"2148",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",40,"Sample","B","AB",1.5378,50,NA
"2149",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",40,"Sample","B","AB",1.5378,50,NA
"2150",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",40,"Sample","B","AB",1.5378,50,NA
"2151",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",40,"Sample","B","AB",1.5378,50,NA
"2152",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",40,"Sample","B","AB",1.5378,50,NA
"2153",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",40,"Sample","B","AB",1.5378,50,NA
"2154",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",40,"Sample","B","AB",1.5378,50,NA
"2155",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",40,"Sample","B","AB",1.5378,50,NA
"2156",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",40,"Sample","B","AB",1.5378,50,NA
"2157",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",40,"Sample","B","AB",1.5378,50,NA
"2158",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",40,"Sample","B","AB",1.5378,50,NA
"2159",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",40,"Sample","B","AB",1.5378,50,NA
"2160",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",40,"Sample","B","AB",1.5378,50,NA
"2161",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",40,"Sample","B","AB",1.5378,50,NA
"2162",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",40,"Sample","B","AB",1.5378,50,NA
"2163",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",40,"Sample","B","AB",1.5378,50,NA
"2164",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",40,"Sample","B","AB",1.5378,50,NA
"2165",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",40,"Sample","B","AB",1.5378,50,NA
"2166",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",40,"Sample","B","AB",1.5378,50,NA
"2167",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",40,"Sample","B","AB",1.5378,50,NA
"2168",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",40,"Sample","B","AB",1.5378,50,NA
"2169",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",40,"Sample","B","AB",1.5378,50,NA
"2170",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",40,"Sample","B","AB",1.5378,50,NA
"2171",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",40,"Sample","B","AB",1.5378,50,NA
"2172",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",40,"Sample","B","AB",1.5378,50,NA
"2173",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",40,"Sample","B","AB",1.5378,50,NA
"2174",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",40,"Sample","B","AB",1.5378,50,NA
"2175",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",40,"Sample","B","AB",1.5378,50,NA
"2176",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",40,"Sample","B","AB",1.5378,50,NA
"2177",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",40,"Sample","B","AB",1.5378,50,NA
"2178",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",40,"Sample","B","AB",1.5378,50,NA
"2179",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",40,"Sample","B","AB",1.5378,50,NA
"2180",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",40,"Sample","B","AB",1.5378,50,NA
"2181",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",40,"Sample","B","AB",1.5378,50,NA
"2182",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",40,"Sample","B","AB",1.5378,50,NA
"2183",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",40,"Sample","B","AB",1.5378,50,NA
"2184",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",40,"Sample","B","AB",1.5378,50,NA
"2185",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",40,"Sample","B","AB",1.5378,50,NA
"2186",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",40,"Sample","B","AB",1.5378,50,NA
"2187",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",40,"Sample","B","AB",1.5378,50,NA
"2188",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",40,"Sample","B","AB",1.5378,50,NA
"2189",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",40,"Sample","B","AB",1.5378,50,NA
"2190",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",40,"Sample","B","AB",1.5378,50,NA
"2191",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",40,"Sample","B","AB",1.5378,50,NA
"2192",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",40,"Sample","B","AB",1.5378,50,NA
"2193",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",40,"Sample","B","AB",1.5378,50,NA
"2194",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",40,"Sample","B","AB",1.5378,50,NA
"2195",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",40,"Sample","B","AB",1.5378,50,NA
"2196",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",40,"Sample","B","AB",1.5378,50,NA
"2197",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",40,"Sample","B","AB",1.5378,50,NA
"2198",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",40,"Sample","B","AB",1.5378,50,NA
"2199",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",40,"Sample","B","AB",1.5378,50,NA
"2200",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",40,"Sample","B","AB",1.5378,50,NA
"2201",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",41,"Sample","B","LF",1.4587,45,NA
"2202",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",41,"Sample","B","LF",1.4587,45,NA
"2203",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",41,"Sample","B","LF",1.4587,45,NA
"2204",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",41,"Sample","B","LF",1.4587,45,NA
"2205",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",41,"Sample","B","LF",1.4587,45,NA
"2206",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",41,"Sample","B","LF",1.4587,45,NA
"2207",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",41,"Sample","B","LF",1.4587,45,NA
"2208",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",41,"Sample","B","LF",1.4587,45,NA
"2209",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",41,"Sample","B","LF",1.4587,45,NA
"2210",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",41,"Sample","B","LF",1.4587,45,NA
"2211",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",41,"Sample","B","LF",1.4587,45,NA
"2212",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",41,"Sample","B","LF",1.4587,45,NA
"2213",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",41,"Sample","B","LF",1.4587,45,NA
"2214",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",41,"Sample","B","LF",1.4587,45,NA
"2215",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",41,"Sample","B","LF",1.4587,45,NA
"2216",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",41,"Sample","B","LF",1.4587,45,NA
"2217",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",41,"Sample","B","LF",1.4587,45,NA
"2218",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",41,"Sample","B","LF",1.4587,45,NA
"2219",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",41,"Sample","B","LF",1.4587,45,NA
"2220",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",41,"Sample","B","LF",1.4587,45,NA
"2221",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",41,"Sample","B","LF",1.4587,45,NA
"2222",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",41,"Sample","B","LF",1.4587,45,NA
"2223",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",41,"Sample","B","LF",1.4587,45,NA
"2224",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",41,"Sample","B","LF",1.4587,45,NA
"2225",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",41,"Sample","B","LF",1.4587,45,NA
"2226",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",41,"Sample","B","LF",1.4587,45,NA
"2227",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",41,"Sample","B","LF",1.4587,45,NA
"2228",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",41,"Sample","B","LF",1.4587,45,NA
"2229",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",41,"Sample","B","LF",1.4587,45,NA
"2230",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",41,"Sample","B","LF",1.4587,45,NA
"2231",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",41,"Sample","B","LF",1.4587,45,NA
"2232",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",41,"Sample","B","LF",1.4587,45,NA
"2233",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",41,"Sample","B","LF",1.4587,45,NA
"2234",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",41,"Sample","B","LF",1.4587,45,NA
"2235",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",41,"Sample","B","LF",1.4587,45,NA
"2236",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",41,"Sample","B","LF",1.4587,45,NA
"2237",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",41,"Sample","B","LF",1.4587,45,NA
"2238",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",41,"Sample","B","LF",1.4587,45,NA
"2239",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",41,"Sample","B","LF",1.4587,45,NA
"2240",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",41,"Sample","B","LF",1.4587,45,NA
"2241",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",41,"Sample","B","LF",1.4587,45,NA
"2242",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",41,"Sample","B","LF",1.4587,45,NA
"2243",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",41,"Sample","B","LF",1.4587,45,NA
"2244",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",41,"Sample","B","LF",1.4587,45,NA
"2245",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",41,"Sample","B","LF",1.4587,45,NA
"2246",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",41,"Sample","B","LF",1.4587,45,NA
"2247",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",41,"Sample","B","LF",1.4587,45,NA
"2248",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",41,"Sample","B","LF",1.4587,45,NA
"2249",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",41,"Sample","B","LF",1.4587,45,NA
"2250",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",41,"Sample","B","LF",1.4587,45,NA
"2251",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",41,"Sample","B","LF",1.4587,45,NA
"2252",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",41,"Sample","B","LF",1.4587,45,NA
"2253",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",41,"Sample","B","LF",1.4587,45,NA
"2254",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",41,"Sample","B","LF",1.4587,45,NA
"2255",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",41,"Sample","B","LF",1.4587,45,NA
"2256",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",42,"Sample","MB","LF",0,45,NA
"2257",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",42,"Sample","MB","LF",0,45,NA
"2258",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",42,"Sample","MB","LF",0,45,NA
"2259",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",42,"Sample","MB","LF",0,45,NA
"2260",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",42,"Sample","MB","LF",0,45,NA
"2261",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",42,"Sample","MB","LF",0,45,NA
"2262",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",42,"Sample","MB","LF",0,45,NA
"2263",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",42,"Sample","MB","LF",0,45,NA
"2264",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",42,"Sample","MB","LF",0,45,NA
"2265",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",42,"Sample","MB","LF",0,45,NA
"2266",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",42,"Sample","MB","LF",0,45,NA
"2267",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",42,"Sample","MB","LF",0,45,NA
"2268",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",42,"Sample","MB","LF",0,45,NA
"2269",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",42,"Sample","MB","LF",0,45,NA
"2270",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",42,"Sample","MB","LF",0,45,NA
"2271",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",42,"Sample","MB","LF",0,45,NA
"2272",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",42,"Sample","MB","LF",0,45,NA
"2273",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",42,"Sample","MB","LF",0,45,NA
"2274",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",42,"Sample","MB","LF",0,45,NA
"2275",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",42,"Sample","MB","LF",0,45,NA
"2276",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",42,"Sample","MB","LF",0,45,NA
"2277",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",42,"Sample","MB","LF",0,45,NA
"2278",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",42,"Sample","MB","LF",0,45,NA
"2279",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",42,"Sample","MB","LF",0,45,NA
"2280",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",42,"Sample","MB","LF",0,45,NA
"2281",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",42,"Sample","MB","LF",0,45,NA
"2282",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",42,"Sample","MB","LF",0,45,NA
"2283",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",42,"Sample","MB","LF",0,45,NA
"2284",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",42,"Sample","MB","LF",0,45,NA
"2285",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",42,"Sample","MB","LF",0,45,NA
"2286",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",42,"Sample","MB","LF",0,45,NA
"2287",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",42,"Sample","MB","LF",0,45,NA
"2288",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",42,"Sample","MB","LF",0,45,NA
"2289",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",42,"Sample","MB","LF",0,45,NA
"2290",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",42,"Sample","MB","LF",0,45,NA
"2291",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",42,"Sample","MB","LF",0,45,NA
"2292",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",42,"Sample","MB","LF",0,45,NA
"2293",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",42,"Sample","MB","LF",0,45,NA
"2294",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",42,"Sample","MB","LF",0,45,NA
"2295",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",42,"Sample","MB","LF",0,45,NA
"2296",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",42,"Sample","MB","LF",0,45,NA
"2297",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",42,"Sample","MB","LF",0,45,NA
"2298",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",42,"Sample","MB","LF",0,45,NA
"2299",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",42,"Sample","MB","LF",0,45,NA
"2300",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",42,"Sample","MB","LF",0,45,NA
"2301",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",42,"Sample","MB","LF",0,45,NA
"2302",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",42,"Sample","MB","LF",0,45,NA
"2303",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",42,"Sample","MB","LF",0,45,NA
"2304",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",42,"Sample","MB","LF",0,45,NA
"2305",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",42,"Sample","MB","LF",0,45,NA
"2306",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",42,"Sample","MB","LF",0,45,NA
"2307",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",42,"Sample","MB","LF",0,45,NA
"2308",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",42,"Sample","MB","LF",0,45,NA
"2309",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",42,"Sample","MB","LF",0,45,NA
"2310",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",42,"Sample","MB","LF",0,45,NA
"2311",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",43,"Sample","MB","AB",0,45,NA
"2312",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",43,"Sample","MB","AB",0,45,NA
"2313",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",43,"Sample","MB","AB",0,45,NA
"2314",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",43,"Sample","MB","AB",0,45,NA
"2315",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",43,"Sample","MB","AB",0,45,NA
"2316",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",43,"Sample","MB","AB",0,45,NA
"2317",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",43,"Sample","MB","AB",0,45,NA
"2318",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",43,"Sample","MB","AB",0,45,NA
"2319",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",43,"Sample","MB","AB",0,45,NA
"2320",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",43,"Sample","MB","AB",0,45,NA
"2321",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",43,"Sample","MB","AB",0,45,NA
"2322",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",43,"Sample","MB","AB",0,45,NA
"2323",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",43,"Sample","MB","AB",0,45,NA
"2324",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",43,"Sample","MB","AB",0,45,NA
"2325",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",43,"Sample","MB","AB",0,45,NA
"2326",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",43,"Sample","MB","AB",0,45,NA
"2327",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",43,"Sample","MB","AB",0,45,NA
"2328",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",43,"Sample","MB","AB",0,45,NA
"2329",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",43,"Sample","MB","AB",0,45,NA
"2330",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",43,"Sample","MB","AB",0,45,NA
"2331",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",43,"Sample","MB","AB",0,45,NA
"2332",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",43,"Sample","MB","AB",0,45,NA
"2333",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",43,"Sample","MB","AB",0,45,NA
