"","4","12","0.0017","HIGH","Sample","F","DJHR","1.516","43","NA","Sample.Key","Type","Site","Analyst","Mass.of.Soil","Total.Volume","Concentration"
"4573",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",84,"Cal2","","",NA,NA,100
"4574",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",84,"Cal2","","",NA,NA,100
"4575",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",84,"Cal2","","",NA,NA,100
"4576",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",84,"Cal2","","",NA,NA,100
"4577",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",84,"Cal2","","",NA,NA,100
"4578",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",84,"Cal2","","",NA,NA,100
"4579",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",84,"Cal2","","",NA,NA,100
"4580",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",84,"Cal2","","",NA,NA,100
"4581",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",84,"Cal2","","",NA,NA,100
"4582",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",84,"Cal2","","",NA,NA,100
"4583",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",84,"Cal2","","",NA,NA,100
"4584",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",84,"Cal2","","",NA,NA,100
"4585",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",84,"Cal2","","",NA,NA,100
"4586",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",84,"Cal2","","",NA,NA,100
"4587",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",84,"Cal2","","",NA,NA,100
"4588",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",84,"Cal2","","",NA,NA,100
"4589",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",84,"Cal2","","",NA,NA,100
"4590",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",84,"Cal2","","",NA,NA,100
"4591",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",84,"Cal2","","",NA,NA,100
"4592",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",84,"Cal2","","",NA,NA,100
"4593",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",84,"Cal2","","",NA,NA,100
"4594",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",84,"Cal2","","",NA,NA,100
"4595",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",84,"Cal2","","",NA,NA,100
"4596",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",84,"Cal2","","",NA,NA,100
"4597",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",84,"Cal2","","",NA,NA,100
"4598",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",84,"Cal2","","",NA,NA,100
"4599",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",84,"Cal2","","",NA,NA,100
"4600",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",84,"Cal2","","",NA,NA,100
"4601",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",84,"Cal2","","",NA,NA,100
"4602",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",84,"Cal2","","",NA,NA,100
"4603",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",84,"Cal2","","",NA,NA,100
"4604",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",84,"Cal2","","",NA,NA,100
"4605",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",84,"Cal2","","",NA,NA,100
"4606",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",84,"Cal2","","",NA,NA,100
"4607",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",84,"Cal2","","",NA,NA,100
"4608",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",84,"Cal2","","",NA,NA,100
"4609",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",84,"Cal2","","",NA,NA,100
"4610",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",84,"Cal2","","",NA,NA,100
"4611",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",84,"Cal2","","",NA,NA,100
"4612",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",84,"Cal2","","",NA,NA,100
"4613",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",84,"Cal2","","",NA,NA,100
"4614",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",84,"Cal2","","",NA,NA,100
"4615",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",84,"Cal2","","",NA,NA,100
"4616",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",84,"Cal2","","",NA,NA,100
"4617",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",84,"Cal2","","",NA,NA,100
"4618",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",84,"Cal2","","",NA,NA,100
"4619",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",84,"Cal2","","",NA,NA,100
"4620",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",84,"Cal2","","",NA,NA,100
"4621",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",85,"Cal2","","",NA,NA,500
"4622",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",85,"Cal2","","",NA,NA,500
"4623",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",85,"Cal2","","",NA,NA,500
"4624",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",85,"Cal2","","",NA,NA,500
"4625",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",85,"Cal2","","",NA,NA,500
"4626",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",85,"Cal2","","",NA,NA,500
"4627",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",85,"Cal2","","",NA,NA,500
"4628",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",85,"Cal2","","",NA,NA,500
"4629",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",85,"Cal2","","",NA,NA,500
"4630",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",85,"Cal2","","",NA,NA,500
"4631",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",85,"Cal2","","",NA,NA,500
"4632",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",85,"Cal2","","",NA,NA,500
"4633",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",85,"Cal2","","",NA,NA,500
"4634",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",85,"Cal2","","",NA,NA,500
"4635",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",85,"Cal2","","",NA,NA,500
"4636",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",85,"Cal2","","",NA,NA,500
"4637",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",85,"Cal2","","",NA,NA,500
"4638",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",85,"Cal2","","",NA,NA,500
"4639",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",85,"Cal2","","",NA,NA,500
"4640",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",85,"Cal2","","",NA,NA,500
"4641",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",85,"Cal2","","",NA,NA,500
"4642",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",85,"Cal2","","",NA,NA,500
"4643",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",85,"Cal2","","",NA,NA,500
"4644",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",85,"Cal2","","",NA,NA,500
"4645",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",85,"Cal2","","",NA,NA,500
"4646",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",85,"Cal2","","",NA,NA,500
"4647",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",85,"Cal2","","",NA,NA,500
"4648",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",85,"Cal2","","",NA,NA,500
"4649",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",85,"Cal2","","",NA,NA,500
"4650",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",85,"Cal2","","",NA,NA,500
"4651",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",85,"Cal2","","",NA,NA,500
"4652",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",85,"Cal2","","",NA,NA,500
"4653",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",85,"Cal2","","",NA,NA,500
"4654",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",85,"Cal2","","",NA,NA,500
"4655",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",85,"Cal2","","",NA,NA,500
"4656",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",85,"Cal2","","",NA,NA,500
"4657",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",85,"Cal2","","",NA,NA,500
"4658",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",85,"Cal2","","",NA,NA,500
"4659",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",85,"Cal2","","",NA,NA,500
"4660",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",85,"Cal2","","",NA,NA,500
"4661",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",85,"Cal2","","",NA,NA,500
"4662",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",85,"Cal2","","",NA,NA,500
"4663",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",85,"Cal2","","",NA,NA,500
"4664",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",85,"Cal2","","",NA,NA,500
"4665",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",85,"Cal2","","",NA,NA,500
"4666",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",85,"Cal2","","",NA,NA,500
"4667",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",85,"Cal2","","",NA,NA,500
"4668",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",85,"Cal2","","",NA,NA,500
"4669",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",85,"Cal2","","",NA,NA,500
"4670",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",85,"Cal2","","",NA,NA,500
"4671",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",85,"Cal2","","",NA,NA,500
"4672",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",85,"Cal2","","",NA,NA,500
"4673",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",85,"Cal2","","",NA,NA,500
"4674",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",85,"Cal2","","",NA,NA,500
"4675",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",85,"Cal2","","",NA,NA,500
"4676",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",86,"Cal2","","",NA,NA,1000
"4677",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",86,"Cal2","","",NA,NA,1000
"4678",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",86,"Cal2","","",NA,NA,1000
"4679",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",86,"Cal2","","",NA,NA,1000
"4680",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",86,"Cal2","","",NA,NA,1000
"4681",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",86,"Cal2","","",NA,NA,1000
"4682",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",86,"Cal2","","",NA,NA,1000
"4683",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",86,"Cal2","","",NA,NA,1000
"4684",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",86,"Cal2","","",NA,NA,1000
"4685",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",86,"Cal2","","",NA,NA,1000
"4686",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",86,"Cal2","","",NA,NA,1000
"4687",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",86,"Cal2","","",NA,NA,1000
"4688",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",86,"Cal2","","",NA,NA,1000
"4689",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",86,"Cal2","","",NA,NA,1000
"4690",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",86,"Cal2","","",NA,NA,1000
"4691",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",86,"Cal2","","",NA,NA,1000
"4692",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",86,"Cal2","","",NA,NA,1000
"4693",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",86,"Cal2","","",NA,NA,1000
"4694",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",86,"Cal2","","",NA,NA,1000
"4695",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",86,"Cal2","","",NA,NA,1000
"4696",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",86,"Cal2","","",NA,NA,1000
"4697",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",86,"Cal2","","",NA,NA,1000
"4698",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",86,"Cal2","","",NA,NA,1000
"4699",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",86,"Cal2","","",NA,NA,1000
"4700",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",86,"Cal2","","",NA,NA,1000
"4701",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",86,"Cal2","","",NA,NA,1000
"4702",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",86,"Cal2","","",NA,NA,1000
"4703",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",86,"Cal2","","",NA,NA,1000
"4704",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",86,"Cal2","","",NA,NA,1000
"4705",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",86,"Cal2","","",NA,NA,1000
"4706",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",86,"Cal2","","",NA,NA,1000
"4707",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",86,"Cal2","","",NA,NA,1000
"4708",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",86,"Cal2","","",NA,NA,1000
"4709",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",86,"Cal2","","",NA,NA,1000
"4710",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",86,"Cal2","","",NA,NA,1000
"4711",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",86,"Cal2","","",NA,NA,1000
"4712",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",86,"Cal2","","",NA,NA,1000
"4713",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",86,"Cal2","","",NA,NA,1000
"4714",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",86,"Cal2","","",NA,NA,1000
"4715",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",86,"Cal2","","",NA,NA,1000
"4716",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",86,"Cal2","","",NA,NA,1000
"4717",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",86,"Cal2","","",NA,NA,1000
"4718",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",86,"Cal2","","",NA,NA,1000
"4719",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",86,"Cal2","","",NA,NA,1000
"4720",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",86,"Cal2","","",NA,NA,1000
"4721",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",86,"Cal2","","",NA,NA,1000
"4722",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",86,"Cal2","","",NA,NA,1000
"4723",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",86,"Cal2","","",NA,NA,1000
"4724",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",86,"Cal2","","",NA,NA,1000
"4725",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",86,"Cal2","","",NA,NA,1000
"4726",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",86,"Cal2","","",NA,NA,1000
"4727",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",86,"Cal2","","",NA,NA,1000
"4728",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",86,"Cal2","","",NA,NA,1000
"4729",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",86,"Cal2","","",NA,NA,1000
"4730",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",86,"Cal2","","",NA,NA,1000
"4731",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",87,"Cal3","","",NA,NA,0
"4732",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",87,"Cal3","","",NA,NA,0
"4733",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",87,"Cal3","","",NA,NA,0
"4734",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",87,"Cal3","","",NA,NA,0
"4735",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",87,"Cal3","","",NA,NA,0
"4736",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",87,"Cal3","","",NA,NA,0
"4737",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",87,"Cal3","","",NA,NA,0
"4738",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",87,"Cal3","","",NA,NA,0
"4739",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",87,"Cal3","","",NA,NA,0
"4740",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",87,"Cal3","","",NA,NA,0
"4741",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",87,"Cal3","","",NA,NA,0
"4742",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",87,"Cal3","","",NA,NA,0
"4743",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",87,"Cal3","","",NA,NA,0
"4744",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",87,"Cal3","","",NA,NA,0
"4745",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",87,"Cal3","","",NA,NA,0
"4746",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",87,"Cal3","","",NA,NA,0
"4747",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",87,"Cal3","","",NA,NA,0
"4748",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",87,"Cal3","","",NA,NA,0
"4749",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",87,"Cal3","","",NA,NA,0
"4750",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",87,"Cal3","","",NA,NA,0
"4751",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",87,"Cal3","","",NA,NA,0
"4752",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",87,"Cal3","","",NA,NA,0
"4753",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",87,"Cal3","","",NA,NA,0
"4754",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",87,"Cal3","","",NA,NA,0
"4755",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",87,"Cal3","","",NA,NA,0
"4756",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",87,"Cal3","","",NA,NA,0
"4757",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",87,"Cal3","","",NA,NA,0
"4758",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",87,"Cal3","","",NA,NA,0
"4759",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",87,"Cal3","","",NA,NA,0
"4760",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",87,"Cal3","","",NA,NA,0
"4761",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",87,"Cal3","","",NA,NA,0
"4762",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",87,"Cal3","","",NA,NA,0
"4763",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",87,"Cal3","","",NA,NA,0
"4764",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",87,"Cal3","","",NA,NA,0
"4765",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",87,"Cal3","","",NA,NA,0
"4766",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",87,"Cal3","","",NA,NA,0
"4767",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",87,"Cal3","","",NA,NA,0
"4768",42,51,0.0027,"2.04","Sample","C","LG","1.5038","45","NA",87,"Cal3","","",NA,NA,0
"4769",43,52,0.006,"4.14","Sample","B","MF","1.4581","18","NA",87,"Cal3","","",NA,NA,0
"4770",44,53,0.0249,"4.56","Sample","QC","MF","1.5916","22","NA",87,"Cal3","","",NA,NA,0
"4771",45,54,0.0063,"3.31","Sample","A","LAK","1.5235","40","NA",87,"Cal3","","",NA,NA,0
"4772",46,55,-0.001,"HIGH","Sample","MB","LAK","0","45","NA",87,"Cal3","","",NA,NA,0
"4773",47,56,0.0068,"5.36","Sample","A","AVM","1.5375","47","NA",87,"Cal3","","",NA,NA,0
"4774",48,57,0.023,"3.42","Sample","QC","AVM","1.5167","45","NA",87,"Cal3","","",NA,NA,0
"4775",49,58,0.0079,"2.8","Sample","B","SS","1.5363","42.5","NA",87,"Cal3","","",NA,NA,0
"4776",50,59,0.0246,"1.06","Sample","QC","SS","1.5578","42.8","NA",87,"Cal3","","",NA,NA,0
"4777",51,6,0.0086,"7.27","Sample","C","MRMJ","1.5009","45","NA",87,"Cal3","","",NA,NA,0
"4778",52,60,-3e-04,"HIGH","CalStd4","","","NA","NA","0.1",87,"Cal3","","",NA,NA,0
"4779",53,61,0.0123,"3.82","CalStd4","","","NA","NA","1",87,"Cal3","","",NA,NA,0
"4780",54,62,0.0267,"2.5","CalStd4","","","NA","NA","2",87,"Cal3","","",NA,NA,0
"4781",55,63,0.0688,"2.43","CalStd4","","","NA","NA","5",87,"Cal3","","",NA,NA,0
"4782",56,64,0.1422,"1.72","CalStd4","","","NA","NA","10",87,"Cal3","","",NA,NA,0
"4783",57,7,-0.0016,"6.84","Sample","MB","MRMJ","0","45","NA",87,"Cal3","","",NA,NA,0
"4784",58,8,0.0019,"HIGH","Sample","E","ARG","1.5423","50","NA",87,"Cal3","","",NA,NA,0
"4785",59,9,-0.0019,"11.08","Sample","MB","ARG","0","50","NA",87,"Cal3","","",NA,NA,0
"4786",5,13,0.0153,"3.18","Sample","QC","DJHR","1.4923","43","NA",88,"Cal3","","",NA,NA,0.5
"4787",6,14,0.0033,"12.15","Sample","D","CAG","1.50621","50","NA",88,"Cal3","","",NA,NA,0.5
"4788",7,15,0.016,"2.32","Sample","QC","CAG","1.48989","50","NA",88,"Cal3","","",NA,NA,0.5
"4789",8,16,0.0039,"10.39","Sample","F","JHV","1.5063","45","NA",88,"Cal3","","",NA,NA,0.5
"4790",9,17,0.0206,"3.02","Sample","QC","JHV","1.5236","45","NA",88,"Cal3","","",NA,NA,0.5
"4791",10,18,0.0029,"4.69","Sample","D","SJB","1.55","45","NA",88,"Cal3","","",NA,NA,0.5
"4792",11,19,0.0209,"3.43","Sample","QC","SJB","1.53","45","NA",88,"Cal3","","",NA,NA,0.5
"4793",12,2,0.0105,"7.49","CalStd","","","NA","NA","1",88,"Cal3","","",NA,NA,0.5
"4794",13,20,-0.002,"11.59","Sample","MB","MD","0","50","NA",88,"Cal3","","",NA,NA,0.5
"4795",14,21,5e-04,"19.53","Sample","D","MD","1.5756","50","NA",88,"Cal3","","",NA,NA,0.5
"4796",15,22,0.0072,"4.2","Sample","E","SEP","1.6","44","NA",88,"Cal3","","",NA,NA,0.5
"4797",16,23,0.0143,"3.94","Sample","QC","SEP","1.0136","42.5","NA",88,"Cal3","","",NA,NA,0.5
"4798",17,24,0.0188,"3.5","Sample","C","SGB","1.5074","44","NA",88,"Cal3","","",NA,NA,0.5
"4799",18,25,-0.0024,"10.59","Sample","MB","SGB","0","44.5","NA",88,"Cal3","","",NA,NA,0.5
"4800",19,26,0.0089,"8.18","Sample","C","AWB","1.5115","42.5","NA",88,"Cal3","","",NA,NA,0.5
"4801",20,27,0.0202,"1.79","Sample","QC","AWB","1.5794","43.5","NA",88,"Cal3","","",NA,NA,0.5
"4802",21,28,-0.0018,"10.83","CalStd2","","","NA","NA","0.1",88,"Cal3","","",NA,NA,0.5
"4803",22,29,0.0096,"4.23","CalStd2","","","NA","NA","1",88,"Cal3","","",NA,NA,0.5
"4804",23,3,0.0226,"0.14","CalStd","","","NA","NA","2",88,"Cal3","","",NA,NA,0.5
"4805",24,30,0.0222,"2.93","CalStd2","","","NA","NA","2",88,"Cal3","","",NA,NA,0.5
"4806",25,31,0.0643,"3.57","CalStd2","","","NA","NA","5",88,"Cal3","","",NA,NA,0.5
"4807",26,32,0.1266,"2.26","CalStd2","","","NA","NA","10",88,"Cal3","","",NA,NA,0.5
"4808",27,38,0.0111,"6.4","Sample","C","GB","1.5127","50","NA",88,"Cal3","","",NA,NA,0.5
"4809",28,39,0.0172,"2.01","Sample","QC","GB","1.5554","45","NA",88,"Cal3","","",NA,NA,0.5
"4810",29,4,0.0584,"2.64","CalStd","","","NA","NA","5",88,"Cal3","","",NA,NA,0.5
"4811",30,40,0.0049,"4.45","Sample","B","AB","1.5378","50","NA",88,"Cal3","","",NA,NA,0.5
"4812",31,41,0.0058,"1.64","Sample","B","LF","1.4587","45","NA",88,"Cal3","","",NA,NA,0.5
"4813",32,42,-5e-04,"HIGH","Sample","MB","LF","0","45","NA",88,"Cal3","","",NA,NA,0.5
"4814",33,43,-7e-04,"HIGH","Sample","MB","AB","0","45","NA",88,"Cal3","","",NA,NA,0.5
"4815",34,44,0.0247,"2.39","Sample","QC","KAD","1.5598","50","NA",88,"Cal3","","",NA,NA,0.5
"4816",35,45,0.0064,"2.38","Sample","B","KAD","1.54","45","NA",88,"Cal3","","",NA,NA,0.5
"4817",36,46,0.0102,"4.06","Sample","A","LML","1.57641","43","NA",88,"Cal3","","",NA,NA,0.5
"4818",37,47,0.0252,"1.36","Sample","QC","LML","1.54717","43","NA",88,"Cal3","","",NA,NA,0.5
"4819",38,48,0.0132,"4.62","Sample","A","AH","1.5","43.7","NA",88,"Cal3","","",NA,NA,0.5
"4820",39,49,-0.0012,"4.12","Sample","MB","AH","0","45","NA",88,"Cal3","","",NA,NA,0.5
"4821",40,5,0.1149,"3.62","CalStd","","","NA","NA","10",88,"Cal3","","",NA,NA,0.5
"4822",41,50,-0.0014,"HIGH","Sample","MB","LG","0","45.2","NA",88,"Cal3","","",NA,NA,0.5
